isbn,title,image URL,description
1160504466 9791160504460,"중국 상식사전 (중국 비즈니스에 꼭 필요한 중국의 역사, 문화, 정치, 경제를 한 권으로 끝낸다!)",https://bookthumb-phinf.pstatic.net/cover/134/591/13459196.jpg?type=m1&udate=20190202,"중국의 문화, 역사, 정치는 물론 &#x0D;경제를 이끈 IT 발전상을 한눈에 살펴본다!&#x0D;&#x0D;중국이 오랜 역사를 통해 다양한 문화와 정치, 경제 부분의 발전상을 보여주었다. 하지만 몇 년 사이에 중국은 G2로 급부상하며 세계경제의 중요한 축이 되었다. 특히 중국의 IT 산업은 초기에는 해외 투자와 해외... "
1186659971 9791186659977,부동산 경매 상식사전,https://bookthumb-phinf.pstatic.net/cover/098/763/09876305.jpg?type=m1&udate=20190130,《부동산 경매 상식사전》은 경매로 얼마를 벌었다는 무용담으로만 채워진 자기자랑식의 경매 책이 아니다. 이제 막 경매에 뛰어든 사람들이 궁금해 하는 필수 지식과 실수 없이 안전한 낙찰을 받을 수 있는 노하우 66가지를 실제 사례와 함께 설명한다. 첫 경매가 두려운 왕초보를 위해 법원 가기 전 방문해야 할... 
8966183131 9788966183135,"마흔살, 행복한 부자 아빠 (1억으로 평생월급 만드는 원룸 상가주택 투자법)",https://bookthumb-phinf.pstatic.net/cover/068/624/06862447.jpg?type=m1&udate=20150715,지속가능한 월수익으로 행복한 부자 되기!『마흔살 행복한 부자 아빠』는 저자 아파테이아가 재테크카페 '텐인텐'에서 연재한 칼럼을 엮은 것이다. 홀어머니 밑에서 무일푼으로 결혼한 평범한 직장인이 부업으로 해온 수익형 부동산 투자를 통해 연봉만큼 월세수익을 창출할 수 있었던 비밀을 공개한다. 저자는... 
1160503060 9791160503067,임대수익 나오는 꼬꼬마 빌딩 짓기,https://bookthumb-phinf.pstatic.net/cover/127/227/12722703.jpg?type=m1&udate=20171116,"『임대수익 나오는 꼬꼬마 빌딩 짓기』는 건축 초짜 맞벌이 부부가 동네의 낡은 상가주택을 매입하여 지하 1층, 지상 5층의 새로운 상가주택을 짓기까지 좌충우돌한 1년의 시간을 오롯이 담았다. 매매 시 좀더 유리한 대출은 어떻게 받아야 하는지, 리모델링과 신축의 선택기준은 무엇일지, 좋은 설계사와... "
8966188877 9788966188871,"대한민국 주식투자 100년사 (역사가 보여주는 반복된 패턴, 그 속에서 찾는 투자의 법칙)",https://bookthumb-phinf.pstatic.net/cover/085/923/08592391.jpg?type=m1&udate=20180314,"대한민국 주식투자 역사에서 찾는 현명한 투자의 길!역사는 반복되고, 주가 등락에는 법칙이 있다. 위기를 기회로 보지 못하고 언제나 실패를 반복하는 개인투자자들에게 역사야말로 올바른 투자의 감을 익히는 데 가장 중요하다고 말하는 우리나라 1세대 증권맨 윤재수. 『대한민국 주식투자 100년사』... "
1160501998 9791160501995,부동산 공법 무작정 따라하기,https://bookthumb-phinf.pstatic.net/cover/121/537/12153770.jpg?type=m1&udate=20180404,부동산 실무자를 위한 &#x0D;『부동산 공법 무작정 따라하기』&#x0D;&#x0D;국토정책을 알면 땅의 가치가 보인다! &#x0D;실무에 당장 써먹는 공법체계 우선순위 총정리!&#x0D;&#x0D;땅을 살 때 등기부등본에 아무 이상이 없음을 확인했다고 안심할 수 있을까? 실제 토지에는 등기부상의 권리관계뿐만 아니라 숨어... 
1160501866 9791160501865,재무제표 무작정 따라하기,https://bookthumb-phinf.pstatic.net/cover/121/287/12128740.jpg?type=m1&udate=20170806,"<b>길벗</b>에서 출간한 『재무제표 무작정 따라하기』는 재무제표 해독법을 쉽고 꼼꼼하게 정리해서 왕초보를 초보 회계사 수준으로 끌어올려준다. 외국어 같은 재무제표를 용어, 개념별로 꼼꼼히 설명한 후 삼성전자, 현대자동차 재무제표 사례를 통해 이론이 어떻게 실무에 적용되는지 생생하게 배울 수 있을 것이다."
1186659645 9791186659649,짠테크 전성시대,https://bookthumb-phinf.pstatic.net/cover/097/240/09724039.jpg?type=m1&udate=20170711,"목돈을 만들고 돈을 불리고 싶다면 마음 편한 짠테크부터 시작하자!
목돈을 만들고 돈을 불리고 싶다면 마음 편한 짠테크부터 시작하자!
스마트한 시대에 걸맞게 더 똑똑해진 짠돌이카페의 42인이 누구나 맘 편히 실천할 수 있는 자산증식의 기술을 알려주는 『짠테크 전성시대』. 우리 이웃들의 진솔한 이야기를... "
1160502714 9791160502718,이기는 부동산 투자,https://bookthumb-phinf.pstatic.net/cover/125/235/12523591.jpg?type=m1&udate=20180211,"호황에도 불황에도 잃지 않는 투자법!

2016년 2월 부동산 투자에 어려움을 겪는 서민들을 위한 맞춤 부동산 방송이라는 모토로 시작된 부동산 팟캐스트 ‘월전쉽’. 강남에서 10년 이상 공인중개사로 활동했으며, 자신이 곧 부동산 투자자이기도 한 세 저자의 중개 및 투자 실무경력을 합치면 46년에 달한다.... "
1160502730 9791160502732,30분 경영학,https://bookthumb-phinf.pstatic.net/cover/125/382/12538204.jpg?type=m1&udate=20180225,"『30분 경영학』은 20개의 항목으로 경영관리부터 기업전략, 기술경영까지 경영학 전체를 응축한 책이다. 대학에서 배우는 내용을 그대로 옮겨왔다. 짧은 시간, 책의 내용을 완벽히 흡수하기 위해서 각 꼭지마다 상중하로 난이도를 표시했다. 매 개념을 그림으로 도식화한 ‘30초 경영학 포인트’는 이미지로... "
8966187099 9788966187096,돈이 모이는 생활의 법칙 (푼돈을 목돈으로 만드는 소비습관 개조 프로젝트),https://bookthumb-phinf.pstatic.net/cover/074/439/07443979.jpg?type=m1&udate=20170909,"언제 어디서든 돈을 아끼는 짠돌이, 짠순이들의 법칙!『돈이 모이는 생활의 법칙』은 80만 회원을 보유하고 있는 재테크 커뮤니티 '다음(DAUM) 짠돌이카페'의 슈퍼짠 9인의 알뜰 소비 방법과 알짜 저축 노하우를 공개한다. 외벌이 가장, 알바 대학생, 신입사원, 워킹맘, 자영업자 등 평균 월급 250만원인 그들의 돈... "
118734527X 9791187345275,"동네 카페 무작정 따라하기 (콘셉트 잡기, 인테리어, 메뉴 개발, 상권분석, 운영ㆍ관리, 마케팅까지!)",https://bookthumb-phinf.pstatic.net/cover/107/688/10768876.jpg?type=m1&udate=20170711,"『동네 카페 무작정 따라하기』는 카페 창업을 앞두고 있는 예비 창업자들을 위한 책이다. 창업 365일 전부터 오픈 이후까지 창업 과정별로 챙겨야 할 것들을 하나하나 알려준다. 특히 어려워하는 동네 손님 영업비결까지 꼼꼼하게 다뤘다. ‘돈 되는 자리 알아보는 상권분석’, ‘손님 눈길 머무는 매력만점... "
1160502250 9791160502251,부동산 가치평가 무작정 따라하기,https://bookthumb-phinf.pstatic.net/cover/122/988/12298893.jpg?type=m1&udate=20170901,"『부동산 가치평가 무작정 따라하기』는 실무에 당장 써먹을 수 있는 가치평가 이론과 실무 적용 방법을 소개한 책이다. 운전 시뮬레이션을 통해 길을 익힐 수 있듯이, 실제 부동산 물건을 분석하고 평가하여 부동산의 소득과 시장 환원율을 산출하는 방법을 직접 따라할 수 있게 정리해놓았다. 시장조사하는... "
